rank,infinitive_hebrew,transcription_ru,binyan,difficulty,audio_url,audio_file,audio_provider,audio_voice,audio_rate,audio_volume,audio_text
252,להיפתח,леhипетх,открываться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/252.mp3,public/audio/verbs/252.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיפתח
253,להיסגר,леhисегр,закрываться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/253.mp3,public/audio/verbs/253.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיסגר
254,להישבר,леhишевр,ломаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/254.mp3,public/audio/verbs/254.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להישבר
255,להיבנות,леhивнот,строиться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/255.mp3,public/audio/verbs/255.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיבנות
256,להופיע,леhофиа,"появляться, выступать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/256.mp3,public/audio/verbs/256.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להופיע
257,להיעלם,леhеалем,исчезать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/257.mp3,public/audio/verbs/257.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיעלם
258,להתקבל,леhиткабел,"быть принятым, приниматься",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/258.mp3,public/audio/verbs/258.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתקבל
259,לשחרר,лешахрер,"освобождать, отпускать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/259.mp3,public/audio/verbs/259.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לשחרר
260,להשתחרר,леhиштахрер,освобождаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/260.mp3,public/audio/verbs/260.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשתחרר
261,להגיב,леhагив,реагировать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/261.mp3,public/audio/verbs/261.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להגיב
262,להירשם,леhерашем,"регистрироваться, записываться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/262.mp3,public/audio/verbs/262.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להירשם
263,לרשום,лиршом,"записывать, регистрировать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/263.mp3,public/audio/verbs/263.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לרשום
264,לנהוג,линhог,"водить, управлять; вести себя",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/264.mp3,public/audio/verbs/264.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנהוג
265,לטוס,латус,летать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/265.mp3,public/audio/verbs/265.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לטוס
266,לטייל,летаел,"гулять, путешествовать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/266.mp3,public/audio/verbs/266.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לטייל
267,לחנות,лаханот,парковаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/267.mp3,public/audio/verbs/267.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחנות
268,לחצות,лахцот,пересекать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/268.mp3,public/audio/verbs/268.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחצות
269,לפנות,лифнот,обращаться; поворачивать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/269.mp3,public/audio/verbs/269.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לפנות
270,להסתובב,леhистовев,"вращаться; гулять, обходить",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/270.mp3,public/audio/verbs/270.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להסתובב
271,להתמצא,леhитмаце,ориентироваться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/271.mp3,public/audio/verbs/271.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתמצא
272,לאבד,леабед,терять,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/272.mp3,public/audio/verbs/272.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לאבד
273,להוביל,леhовил,"вести, транспортировать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/273.mp3,public/audio/verbs/273.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להוביל
274,ללוות,лилвот,сопровождать; одалживать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/274.mp3,public/audio/verbs/274.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,ללוות
275,להצטרף,леhицтареф,присоединяться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/275.mp3,public/audio/verbs/275.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להצטרף
276,לצרף,лецареф,"присоединять, добавлять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/276.mp3,public/audio/verbs/276.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לצרף
277,להיפגש,леhипегш,встречаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/277.mp3,public/audio/verbs/277.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיפגש
278,להציג,леhациг,"представлять, показывать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/278.mp3,public/audio/verbs/278.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להציג
279,לייצג,лейцг,представлять интересы,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/279.mp3,public/audio/verbs/279.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לייצג
280,לכלול,лехлоль,включать в себя,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/280.mp3,public/audio/verbs/280.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לכלול
281,לבלות,левал о т,проводить время; развлекаться,replacement_common_hebrew_verified,/audio/verbs/281.mp3,public/audio/verbs/281.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לבלות
282,לחלק,лехелк,"делить, распределять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/282.mp3,public/audio/verbs/282.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחלק
283,להתחלק,леhитехлк,"делиться, распределяться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/283.mp3,public/audio/verbs/283.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתחלק
284,ליצור,леицор,создавать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/284.mp3,public/audio/verbs/284.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,ליצור
285,לייצר,лейцр,производить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/285.mp3,public/audio/verbs/285.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לייצר
286,לפתח,лепетх,"развивать, разрабатывать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/286.mp3,public/audio/verbs/286.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לפתח
287,להתפתח,леhитептх,развиваться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/287.mp3,public/audio/verbs/287.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתפתח
288,להתפלל,леhитпал е ль,молиться,replacement_common_hebrew_verified,/audio/verbs/288.mp3,public/audio/verbs/288.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתפלל
289,להתחתן,леhитхат е н,"жениться, выходить замуж",replacement_common_hebrew_verified,/audio/verbs/289.mp3,public/audio/verbs/289.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתחתן
290,להתגרש,леhитгар е ш,разводиться,replacement_common_hebrew_verified,/audio/verbs/290.mp3,public/audio/verbs/290.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתגרש
291,להשתעל,леhишта э ль,кашлять,replacement_common_hebrew_verified,/audio/verbs/291.mp3,public/audio/verbs/291.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשתעל
292,להתעטש,леhитат е ш,чихать,replacement_common_hebrew_verified,/audio/verbs/292.mp3,public/audio/verbs/292.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתעטש
293,לגנוב,лигн о в,красть,replacement_common_hebrew_verified,/audio/verbs/293.mp3,public/audio/verbs/293.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לגנוב
294,להרוס,лаhар о с,"разрушать, портить",replacement_common_hebrew_verified,/audio/verbs/294.mp3,public/audio/verbs/294.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להרוס
295,לנגוע,линг о а,касаться,replacement_common_hebrew_verified,/audio/verbs/295.mp3,public/audio/verbs/295.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנגוע
296,לתמוך,летмох,поддерживать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/296.mp3,public/audio/verbs/296.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לתמוך
297,להתנגד,леhитнаг е д,"возражать, сопротивляться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/297.mp3,public/audio/verbs/297.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתנגד
298,להוכיח,леhох и ах,доказывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/298.mp3,public/audio/verbs/298.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להוכיח
299,לחקור,лахк о р,исследовать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/299.mp3,public/audio/verbs/299.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחקור
300,לטעון,литъ о н,"утверждать, заявлять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/300.mp3,public/audio/verbs/300.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לטעון
301,לחייב,лехай е в,обязывать; списывать деньги,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/301.mp3,public/audio/verbs/301.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחייב
302,לדלג,ледал е г,пропускать; перепрыгивать,replacement_common_hebrew_verified,/audio/verbs/302.mp3,public/audio/verbs/302.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לדלג
303,לנחות,линх о т,"приземляться, садиться",replacement_common_hebrew_verified,/audio/verbs/303.mp3,public/audio/verbs/303.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנחות
304,להסתיים,леhистайем,заканчиваться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/304.mp3,public/audio/verbs/304.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להסתיים
305,להמריא,леhамр и,взлетать,replacement_common_hebrew_verified,/audio/verbs/305.mp3,public/audio/verbs/305.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להמריא
306,לעדכן,ледехн,обновлять,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/306.mp3,public/audio/verbs/306.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לעדכן
307,להתעדכן,леhитедхн,обновляться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/307.mp3,public/audio/verbs/307.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתעדכן
308,להשתעמם,леhиштаам е м,скучать,replacement_common_hebrew_verified,/audio/verbs/308.mp3,public/audio/verbs/308.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשתעמם
309,להצחיק,леhацх и к,"смешить, заставлять смеяться",replacement_common_hebrew_verified,/audio/verbs/309.mp3,public/audio/verbs/309.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להצחיק
310,לנהל,ленhл,"управлять, руководить",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/310.mp3,public/audio/verbs/310.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנהל
311,להתנהל,леhитнhл,"вестись, проходить, управляться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/311.mp3,public/audio/verbs/311.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתנהל
312,להקים,леhаким,"основывать, создавать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/312.mp3,public/audio/verbs/312.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להקים
313,לקיים,лекайем,"проводить, выполнять; существовать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/313.mp3,public/audio/verbs/313.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לקיים
314,להגדיר,леhагдир,определять,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/314.mp3,public/audio/verbs/314.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להגדיר
315,להתחייב,леhитхай е в,"обязываться, брать обязательство",replacement_common_hebrew_verified,/audio/verbs/315.mp3,public/audio/verbs/315.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתחייב
316,לסכם,лесехм,"суммировать, резюмировать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/316.mp3,public/audio/verbs/316.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לסכם
317,לנתח,ленатеах,анализировать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/317.mp3,public/audio/verbs/317.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנתח
318,לנמק,ленамек,обосновывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/318.mp3,public/audio/verbs/318.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנמק
319,להסיק,леhасик,делать вывод,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/319.mp3,public/audio/verbs/319.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להסיק
320,להבהיר,леhавhир,"прояснять, уточнять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/320.mp3,public/audio/verbs/320.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להבהיר
321,להדריך,леhадрих,"инструктировать, направлять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/321.mp3,public/audio/verbs/321.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להדריך
322,לייעץ,леяэц,"советовать, консультировать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/322.mp3,public/audio/verbs/322.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לייעץ
323,להתייעץ,леhитяец,консультироваться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/323.mp3,public/audio/verbs/323.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתייעץ
324,לחתום,лаҳтом,подписывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/324.mp3,public/audio/verbs/324.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחתום
325,לבחון,ливхон,"проверять, экзаменовать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/325.mp3,public/audio/verbs/325.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לבחון
326,לאחר,леахер,опаздывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/326.mp3,public/audio/verbs/326.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לאחר
327,להקדים,леhакдим,"опережать, приходить раньше",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/327.mp3,public/audio/verbs/327.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להקדים
328,להתעכב,леhитакев,задерживаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/328.mp3,public/audio/verbs/328.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתעכב
329,לעכב,леакев,задерживать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/329.mp3,public/audio/verbs/329.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לעכב
330,לדרוש,лидрош,требовать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/330.mp3,public/audio/verbs/330.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לדרוש
331,לתבוע,литбоа,подавать иск; требовать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/331.mp3,public/audio/verbs/331.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לתבוע
332,להתלבט,леhитлаббет,"колебаться, сомневаться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/332.mp3,public/audio/verbs/332.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתלבט
333,להתייחד,леhитяхед,уединяться; быть особым,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/333.mp3,public/audio/verbs/333.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתייחד
334,לאחד,леахед,объединять,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/334.mp3,public/audio/verbs/334.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לאחד
335,להתאחד,леhитахед,объединяться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/335.mp3,public/audio/verbs/335.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתאחד
336,לפרסם,лефарсем,публиковать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/336.mp3,public/audio/verbs/336.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לפרסם
337,להתפרסם,леhитпарс е м,публиковаться; становиться известным,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/337.mp3,public/audio/verbs/337.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתפרסם
338,לסרוק,лиср о к,сканировать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/338.mp3,public/audio/verbs/338.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לסרוק
339,להצפין,леhацп и н,шифровать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/339.mp3,public/audio/verbs/339.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להצפין
340,לפענח,лефаан е ах,расшифровывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/340.mp3,public/audio/verbs/340.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לפענח
341,להצליב,леhацл и в,"сопоставлять, скрещивать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/341.mp3,public/audio/verbs/341.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להצליב
342,לערוך,лаар о х,редактировать; проводить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/342.mp3,public/audio/verbs/342.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לערוך
343,להיערך,леhеар е х,"готовиться, организовываться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/343.mp3,public/audio/verbs/343.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיערך
344,להתרגש,леhитраг е ш,"волноваться, быть взволнованным",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/344.mp3,public/audio/verbs/344.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתרגש
345,לרגש,лераг е ш,"волновать, трогать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/345.mp3,public/audio/verbs/345.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לרגש
346,להתאכזב,леhитъахз е в,разочаровываться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/346.mp3,public/audio/verbs/346.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתאכזב
347,לאכזב,леахз е в,разочаровывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/347.mp3,public/audio/verbs/347.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לאכזב
348,לקנא,лекан е,завидовать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/348.mp3,public/audio/verbs/348.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לקנא
349,להתבייש,леhитбай е ш,стыдиться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/349.mp3,public/audio/verbs/349.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתבייש
350,לבייש,левай е ш,стыдить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/350.mp3,public/audio/verbs/350.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לבייש
